latitude,longitude,event_type_code,event_type,data_id,fatalities,data_id
34.5195,65.2509,8,Strategic development,2728630,0,1721061
35.1055,61.6873,6,Remote violence,1361547,8,1355229
31.8959,64.7437,2,Battle-No change of territory,1361537,6,1361537
36.1702,65.4639,2,Battle-No change of territory,5502067,18,1361531
35.0164,69.3445,6,Remote violence,12756267,15,1724745
31.7322,64.3388,2,Battle-No change of territory,4784156,23,1594946
33.0088,64.9666,2,Battle-No change of territory,2956715,26,1594948
33.2077,69.2389,6,Remote violence,1361557,31,1640931
32.4816,62.0361,2,Battle-No change of territory,1361560,10,1361560
34.0397,70.93,9,Violence against civilians,1361929,1,1721237
35.5392,70.2754,2,Battle-No change of territory,10986979,10,1594940
35.0743,70.4686,2,Battle-No change of territory,12359802,26,1594941
33.2036,65.4731,2,Battle-No change of territory,1362138,1,1362138
36.0612,65.8348,2,Battle-No change of territory,1362139,0,1641763
34.7411,70.2846,2,Battle-No change of territory,2791979,10,1362357
32.3798,62.0457,2,Battle-No change of territory,1362364,6,1362364
33.5333,69.7333,8,Strategic development,4117165,0,1357272
36.8199,68.6827,2,Battle-No change of territory,9973605,35,1362597
31.6519,64.6357,2,Battle-No change of territory,1362592,8,1362592
35.5392,70.2754,1,Battle-Government regains territory,1594931,0,1594940
36.8006,68.8028,2,Battle-No change of territory,1362815,7,1362815
36.9173,66.6037,2,Battle-No change of territory,1362819,6,1362819
36.9463,66.5205,2,Battle-No change of territory,1362820,6,1362820
34.1404,70.0098,6,Remote violence,4154700,10,1362821
31.1167,64.2,1,Battle-Government regains territory,1594932,10,1684291
35.0743,70.4686,1,Battle-Government regains territory,1594933,0,1594941
34.156,64.7857,9,Violence against civilians,2742035,32,1613064
34.3448,61.4932,8,Strategic development,2790550,3,1598476
34.5357,69.1882,6,Remote violence,1362829,0,1362829
32.3041,61.6178,2,Battle-No change of territory,2725907,7,1362830
33.4709,68.4845,2,Battle-No change of territory,10999795,27,1363065
35.9339,66.593,6,Remote violence,3034344,4,1724760
36.4507,67.8962,8,Strategic development,1594930,0,1594930
35.9587,65.4493,2,Battle-No change of territory,1363056,1,1363056
35.9339,66.593,8,Strategic development,3086056,0,1724760
34.8926,70.5541,6,Remote violence,2728306,17,1363275
34.8914,71.1697,8,Strategic development,2756817,3,1641694
34.0184,70.7583,6,Remote violence,1363288,1,1363288
36.0224,64.6927,2,Battle-No change of territory,2795594,5,1363295
33.5913,69.2206,2,Battle-No change of territory,1363510,7,1363510
32.7811,69.3292,2,Battle-No change of territory,2781717,7,1357773
31.3206,65.9611,2,Battle-No change of territory,2778803,7,1363518
34.8212,69.651,6,Remote violence,6984745,16,1598477
34.8079,70.3462,6,Remote violence,1363519,1,1363519
36.3668,64.8988,6,Remote violence,1363741,8,1363741
34.3685,70.3719,2,Battle-No change of territory,5859200,9,1620129
34.045,70.604,6,Remote violence,1363731,10,1363731
36.3789,64.9151,6,Remote violence,1363746,7,1363746
34.7591,69.6666,8,Strategic development,1594915,0,1594915
31.625,64.5053,9,Violence against civilians,1363969,1,1363969
33.1422,63.8612,9,Violence against civilians,2728786,2,1721059
34.3184,70.2104,2,Battle-No change of territory,4136918,34,1363954
34.6714,70.2094,9,Violence against civilians,4161165,3,1721092
34.2122,62.2124,8,Strategic development,1364235,0,1620262
36.6445,69.0333,2,Battle-No change of territory,4093348,4,1364241
32.928,65.4813,6,Remote violence,7017023,8,1724735
33.4091,68.212,6,Remote violence,5595615,69,1721213
31.4628,65.3253,2,Battle-No change of territory,1364457,3,1364457
37.0635,70.4253,8,Strategic development,3325447,0,1721223
31.4655,65.2612,2,Battle-No change of territory,1364456,2,1364456
33.9869,69.6541,9,Violence against civilians,1364663,0,1364663
32.6268,65.8733,1,Battle-Government regains territory,14183364,250,1724741
34.1417,70.7525,2,Battle-No change of territory,1364662,3,1364662
32.4031,64.4696,9,Violence against civilians,1364825,3,1364825
34.8731,71.147,9,Violence against civilians,2745101,2,1724793
30.707,64.1081,2,Battle-No change of territory,1594910,8,1594910
35.4167,71.3333,6,Remote violence,5603453,6,1641699
34.045,70.604,8,Strategic development,1364836,0,1363731
34.1056,70.3875,2,Battle-No change of territory,4155382,29,1365038
31.6547,65.6494,6,Remote violence,1365049,0,1365049
33.1757,68.7304,8,Strategic development,1365053,0,1684317
34.8633,70.4536,6,Remote violence,1365032,5,1365032
35.1953,71.6002,9,Violence against civilians,1365039,4,1354035
32.6379,65.9077,2,Battle-No change of territory,1365267,4,1365267
34.4884,69.2184,2,Battle-No change of territory,2787166,3,1632589
37.1166,70.58,7,Riots/Protests,4807286,0,1721260
32.0928,63.6971,6,Remote violence,1365445,2,1365445
33.3474,62.3065,2,Battle-No change of territory,3189735,20,1594901
33.3107,69.8002,6,Remote violence,2795541,4,1632551
33.2816,69.5853,6,Remote violence,8395119,16,1365451
31.1167,64.2,9,Violence against civilians,5554397,8,1684291
34.723,70.2616,2,Battle-No change of territory,1365677,4,1365677
37.0635,70.4253,2,Battle-No change of territory,9614238,27,1721223
35.1183,69.2378,2,Battle-No change of territory,1365682,1,1365682
32.7631,68.3972,2,Battle-No change of territory,9832309,35,1671194
33.2523,68.0292,6,Remote violence,1365881,5,1353106
32.8201,67.7693,9,Violence against civilians,1620128,0,1724733
36.7341,69.5336,9,Violence against civilians,2785139,23,1724651
34.3049,70.7892,6,Remote violence,1365904,5,1365904
34.3482,62.1997,8,Strategic development,5492250,0,1724767
34.0004,68.7135,8,Strategic development,2738010,2,1724721
34.1038,70.4038,6,Remote violence,1365886,18,1365886
34.1056,70.3875,6,Remote violence,4238506,33,1365038
35.9587,65.4493,6,Remote violence,1365890,14,1363056
35.3821,64.7566,9,Violence against civilians,1366179,6,1684224
34.9596,69.6186,2,Battle-No change of territory,4159482,19,1366184
37.1657,70.3209,8,Strategic development,1602437,0,1602437
34.2716,69.1418,6,Remote violence,2737462,7,1366182
36.709,67.1109,6,Remote violence,4784129,5,1721032
34.2572,70.8196,2,Battle-No change of territory,2788886,15,1366723
37.2843,70.416,9,Violence against civilians,1602436,0,1602436
31.6728,64.3266,2,Battle-No change of territory,2747701,11,1366714
33.5836,68.4532,6,Remote violence,2750415,6,1366727
34.4522,70.3888,6,Remote violence,6904650,17,1366728
34.1577,69.09,9,Violence against civilians,1366871,1,1366871
34.1742,69.0772,2,Battle-No change of territory,1594891,0,1594891
34.3482,62.1997,6,Remote violence,14086923,51,1724767
33.5151,69.676,6,Remote violence,11154870,22,1357400
34.9692,71.2717,8,Strategic development,1366874,1,1602473
32.2174,67.5673,2,Battle-No change of territory,6895710,37,1721179
33.4052,68.5259,6,Remote violence,1367025,2,1351994
33.4709,68.4845,9,Violence against civilians,1367156,5,1363065
32.1082,61.3779,8,Strategic development,1367171,3,1724699
37.5923,70.5581,6,Remote violence,3222556,3,1620292
34.5283,69.1903,2,Battle-No change of territory,1367170,8,1367170
33.1205,68.1125,2,Battle-No change of territory,1594889,3,1594889
34.729,70.2905,6,Remote violence,1367315,2,1604606
34.7631,70.3149,6,Remote violence,1367312,1,1367312
34.716,70.2797,6,Remote violence,1367316,2,1604605
34.0004,68.7135,1,Battle-Government regains territory,1367319,11,1724721
34.7401,70.2986,6,Remote violence,1367321,2,1367321
34.3375,63.7397,6,Remote violence,1367612,8,1671098
34.1032,70.4607,1,Battle-Government regains territory,2793451,12,1724757
33.8816,68.6317,2,Battle-No change of territory,5514604,16,1367633
34.2998,70.378,1,Battle-Government regains territory,1367632,3,1724828
36.7875,69.0222,8,Strategic development,1367785,1,1367785
34.3746,62.1272,6,Remote violence,1367788,3,1367788
34.9669,69.265,9,Violence against civilians,1367940,6,1258140
33.1017,68.051,2,Battle-No change of territory,1367948,8,1367948
33.2073,68.096,2,Battle-No change of territory,1367950,1,1367950
32.4016,65.0304,6,Remote violence,1367956,12,1367956
34.2409,70.1827,1,Battle-Government regains territory,7068609,21,1724657
32.1058,66.9083,8,Strategic development,1367954,0,1724780
34.9548,69.2522,9,Violence against civilians,1368138,1,1368138
34.1805,70.1713,8,Strategic development,1368147,0,1368147
31.9149,67.6401,8,Strategic development,2740255,9,1368150
32.9451,68.2482,2,Battle-No change of territory,2759235,3,1368148
34.6894,70.2357,2,Battle-No change of territory,1620126,1,1620126
34.6619,70.2168,6,Remote violence,2736657,4,1368328
34.1805,70.1713,1,Battle-Government regains territory,2737172,1,1368147
34.6958,70.1594,6,Remote violence,1368339,3,1368339
34.5292,69.1117,2,Battle-No change of territory,3189617,3,1594884
32.1058,66.9083,9,Violence against civilians,2741827,3,1724780
32.7933,69.0866,6,Remote violence,1368343,0,1724813
34.1946,70.1886,1,Battle-Government regains territory,1368332,1,1368332
36.6814,67.1211,6,Remote violence,1368514,2,1368514
31.585,65.821,2,Battle-No change of territory,2763247,5,1368516
35.9483,66.4213,1,Battle-Government regains territory,1368518,42,1640948
32.7076,69.2784,2,Battle-No change of territory,18279946,59,1598419
34.7158,70.764,2,Battle-No change of territory,8515691,17,1368820
34.3956,68.8662,8,Strategic development,4122207,1,1724656
32.0849,66.0004,6,Remote violence,5521283,67,1724705
36.905,66.1834,6,Remote violence,8322131,36,1632745
31.956,65.9786,2,Battle-No change of territory,1368819,10,1368819
30.1833,66.1,2,Battle-No change of territory,6948037,33,1368843
34.2998,70.378,5,Non-violent transfer of territory,1368844,0,1724828
34.4671,70.4408,1,Battle-Government regains territory,1368845,0,1368845
34.1996,70.1622,1,Battle-Government regains territory,1368847,0,1724567
35.6728,71.3434,6,Remote violence,2982559,55,1594978
32.47,62.1157,2,Battle-No change of territory,1369003,1,1369003
37.189,68.9364,1,Battle-Government regains territory,5548089,151,1724804
32.6737,68.501,2,Battle-No change of territory,1369158,4,1369158
34.0397,70.93,8,Strategic development,4464087,0,1721237
31.3918,64.319,6,Remote violence,25514013,130,1724713
30.55,63.8167,2,Battle-No change of territory,1369166,14,1369166
34.0689,70.7645,6,Remote violence,8426638,28,1369334
32.5864,62.1913,6,Remote violence,3189730,12,1594871
37.1587,68.9567,8,Strategic development,2800036,3,1724588
33.3255,68.5549,2,Battle-No change of territory,1369357,2,1369357
33.3826,68.5081,2,Battle-No change of territory,2755065,9,1369359
34.7946,69.6793,2,Battle-No change of territory,55267403,124,1369360
34.4516,70.4589,8,Strategic development,4390845,0,1640996
33.5333,69.7333,2,Battle-No change of territory,2775415,9,1357272
35.9483,66.4213,3,Battle-Non-state actor overtakes territory,1369362,8,1640948
34.5268,70.2547,8,Strategic development,1369533,2,1369533
35.9483,66.4213,8,Strategic development,1369541,0,1640948
34.4516,70.4589,7,Riots/Protests,2762619,0,1640996
35.8913,67.375,9,Violence against civilians,1369722,0,1369722
34.1404,70.0098,9,Violence against civilians,1369903,2,1362821
32.9833,67.9667,6,Remote violence,8415186,46,1684330
34.1863,70.2552,6,Remote violence,1369893,3,1369893
33.3143,69.9015,6,Remote violence,1369901,2,1369901
35.9552,67.2692,8,Strategic development,2740925,0,1370096
34.2341,70.9124,6,Remote violence,2802402,2,1370100
32.6683,65.8928,6,Remote violence,1370107,1,1632643
34.4872,69.0835,6,Remote violence,1594869,7,1594869
34.9168,70.0952,8,Strategic development,4176155,9,1724648
35.1203,70.7449,2,Battle-No change of territory,2757411,3,1370123
35.0166,69.174,8,Strategic development,5593818,0,1671229
31.6317,64.2591,2,Battle-No change of territory,1370110,0,1370110
34.3956,68.8662,5,Non-violent transfer of territory,1370112,0,1724656
34.1875,70.8233,6,Remote violence,15459965,39,1640928
32.6747,65.8966,6,Remote violence,1370302,8,1370302
34.3008,69.7205,2,Battle-No change of territory,1370467,7,1370467
34.2944,69.8166,6,Remote violence,2785529,7,1724750
32.6972,67.6589,2,Battle-No change of territory,1370475,2,1370475
34.2058,70.1036,2,Battle-No change of territory,1370463,1,1370463
35.1965,71.4955,6,Remote violence,1370481,5,1370481
34.144,69.0766,6,Remote violence,2742601,6,1620308
32.1514,64.754,6,Remote violence,1370654,4,1370654
32.662,67.5875,2,Battle-No change of territory,1370655,2,1358909
34.4119,65.9286,8,Strategic development,1370656,0,1370656
34.0026,70.7647,6,Remote violence,1370664,25,1370664
33.5424,68.5392,2,Battle-No change of territory,1370660,2,1370660
36.2647,68.0155,8,Strategic development,2741988,0,1724606
34.5129,70.5647,6,Remote violence,5502174,21,1371117
34.2118,69.0999,9,Violence against civilians,4227800,5,1724663
33.7917,69.9094,6,Remote violence,7012717,74,1620214
32.4031,64.4696,2,Battle-No change of territory,8663787,31,1364825
33.963,69.0259,6,Remote violence,1371423,2,1371423
34.1061,68.5794,6,Remote violence,12637677,26,1724785
34.1732,69.641,6,Remote violence,4129480,13,1371724
34.2373,70.0584,2,Battle-No change of territory,1371731,1,1371731
35.8965,65.1631,3,Battle-Non-state actor overtakes territory,1371733,1,1371733
33.1205,68.1125,6,Remote violence,1371734,3,1594889
34.1805,70.1713,2,Battle-No change of territory,2790431,30,1368147
33.6403,69.8167,6,Remote violence,8333963,37,1620304
34.2409,70.1827,9,Violence against civilians,1371926,1,1724657
31.6234,62.8795,2,Battle-No change of territory,1371929,11,1371929
32.4457,64.7449,8,Strategic development,1371932,0,1724568
35.8965,65.1631,1,Battle-Government regains territory,1371933,2,1371733
34.1959,70.8318,9,Violence against civilians,1371937,1,1724690
35.2793,68.3789,6,Remote violence,1371938,2,1640877
31.6547,65.6494,8,Strategic development,2966710,1,1365049
34.2409,70.1827,3,Battle-Non-state actor overtakes territory,2744546,8,1724657
34.25,70.01,9,Violence against civilians,1372108,1,1620309
33.5345,69.1392,6,Remote violence,1372083,2,1613126
31.7808,63.0234,2,Battle-No change of territory,1372096,19,1372096
34.25,70.01,3,Battle-Non-state actor overtakes territory,1372107,2,1620309
34.1732,69.641,2,Battle-No change of territory,11131184,57,1371724
33.9048,68.674,6,Remote violence,1372303,1,1372303
31.5076,62.7004,6,Remote violence,4146793,5,1372305
36.6676,65.7529,8,Strategic development,4569247,0,1724731
34.8926,70.5541,2,Battle-No change of territory,1372460,3,1363275
34.0519,70.5857,6,Remote violence,4154187,30,1372462
34.1805,70.1713,3,Battle-Non-state actor overtakes territory,1372464,5,1368147
32.1082,61.3779,9,Violence against civilians,1372465,2,1724699
35.3333,67.5,8,Strategic development,1723007,0,1684352
33.5424,68.5392,8,Strategic development,1372596,3,1370660
34.9596,69.6186,6,Remote violence,2806670,8,1366184
34.4616,68.6961,1,Battle-Government regains territory,1594844,2,1594844
32.7334,66.2678,5,Non-violent transfer of territory,1372779,0,1356558
34.4635,68.7171,1,Battle-Government regains territory,1594845,2,1352425
34.8327,69.0776,2,Battle-No change of territory,1372787,5,1372787
34.4708,68.6544,1,Battle-Government regains territory,1594846,2,1724779
34.4673,68.691,1,Battle-Government regains territory,1594848,2,1594848
34.8529,69.1706,2,Battle-No change of territory,2767327,7,1724782
33.1348,65.0607,6,Remote violence,1372946,0,1640908
34.6925,70.9264,9,Violence against civilians,1372950,1,1684223
32.7334,66.2678,1,Battle-Government regains territory,2749261,28,1356558
34.4616,68.7755,2,Battle-No change of territory,2746090,6,1372954
34.2508,70.8054,6,Remote violence,5597915,3,1372961
34.0769,70.5588,6,Remote violence,2757833,7,1372963
29.4209,64.0149,6,Remote violence,2746073,41,1372947
34.356,68.8036,1,Battle-Government regains territory,2781149,21,1721096
31.5462,65.46,2,Battle-No change of territory,9567655,36,1594840
33.803,69.8167,8,Strategic development,1373129,0,1373129
31.0081,66.3981,8,Strategic development,1594841,0,1721187
34.6925,70.9264,1,Battle-Government regains territory,1373131,0,1684223
32.4031,64.4696,8,Strategic development,2967506,0,1364825
35.9782,65.414,8,Strategic development,1373317,0,1620194
32.4031,64.4696,6,Remote violence,1373319,0,1364825
32.2522,63.8531,6,Remote violence,8434497,16,1373325
34.7179,70.8865,2,Battle-No change of territory,1594836,2,1594836
33.9692,68.9447,6,Remote violence,8368028,21,1632611
34.2442,69.1352,2,Battle-No change of territory,1373648,3,1598427
32.8445,67.589,2,Battle-No change of territory,2759360,3,1373652
33.341,62.2348,2,Battle-No change of territory,1594828,12,1594828
33.3568,62.2954,2,Battle-No change of territory,1594830,12,1594830
33.3535,62.2914,2,Battle-No change of territory,1594832,12,1594832
33.3532,62.3101,2,Battle-No change of territory,3013536,16,1594835
33.5317,70.0214,6,Remote violence,4175873,7,1721037
35.0166,69.174,6,Remote violence,11214907,39,1671229
32.3989,62.0405,2,Battle-No change of territory,1374345,8,1374345
33.8168,69.632,6,Remote violence,8361960,24,1620189
33.4515,69.8389,6,Remote violence,1374340,2,1374340
31.4737,65.7308,6,Remote violence,1374341,0,1374341
31.6783,64.8996,2,Battle-No change of territory,2757591,32,1374344
31.5,65.2103,2,Battle-No change of territory,1374348,23,1374348
32.6277,62.5311,2,Battle-No change of territory,1374351,10,1374351
31.985,65.4728,9,Violence against civilians,1374531,1,1721240
31.7889,68.3981,6,Remote violence,1374542,2,1641700
33.9466,69.4495,6,Remote violence,1374721,3,1374721
34.7946,69.6793,6,Remote violence,18219295,71,1369360
34.7897,69.1236,6,Remote violence,1374880,4,1374880
34.2379,71.0445,6,Remote violence,19671453,29,1605948
32.5215,67.4132,7,Riots/Protests,1374888,0,1724807
31.5939,64.3383,2,Battle-No change of territory,16872245,91,1374879
33.2376,68.2109,6,Remote violence,1374886,3,1640906
36.7081,71.5729,9,Violence against civilians,1602432,2,1724577
34.9396,70.0861,2,Battle-No change of territory,1375065,1,1375065
32.5846,62.1019,6,Remote violence,1375058,8,1375058
34.152,68.785,2,Battle-No change of territory,1594822,15,1594822
34.1332,68.6332,2,Battle-No change of territory,1375408,2,1375408
34.2916,70.1073,6,Remote violence,1375415,3,1375415
33.4666,68.65,2,Battle-No change of territory,11083000,65,1375630
35.8347,64.5189,6,Remote violence,1375840,1,1375840
34.8812,70.1101,2,Battle-No change of territory,1376076,0,1376076
34.0166,70.626,6,Remote violence,1376079,7,1376079
31.6799,64.2312,6,Remote violence,1594818,2,1594818
33.202,69.5152,7,Riots/Protests,1376314,0,1376314
33.56,68.3,6,Remote violence,1376495,3,1724558
36.9111,71.0688,8,Strategic development,1602430,6,1602446
34.2409,70.1827,5,Non-violent transfer of territory,1376751,0,1724657
36.6974,67.6983,6,Remote violence,5673677,9,1376753
34.5357,69.1882,9,Violence against civilians,1376994,9,1362829
33.3377,66.2843,9,Violence against civilians,1377172,2,1620186
33.3066,69.6938,2,Battle-No change of territory,12603581,37,1351546
33.3859,69.721,2,Battle-No change of territory,1377178,18,1377178
33.803,69.0932,2,Battle-No change of territory,1377334,4,1377334
31.7333,64.45,2,Battle-No change of territory,4225238,21,1360260
33.5647,68.3602,2,Battle-No change of territory,1594813,4,1594813
34.1996,70.1622,3,Battle-Non-state actor overtakes territory,2754916,14,1724567
33.695,68.8928,2,Battle-No change of territory,5564289,18,1348965
33.7584,68.3339,6,Remote violence,1377545,3,1377545
34.149,70.9001,6,Remote violence,1377559,5,1377559
34.1996,70.1622,2,Battle-No change of territory,8376717,12,1724567
32.3098,67.2032,6,Remote violence,1377731,4,1377731
34.1242,70.8101,6,Remote violence,1377729,1,1377729
31.6639,64.3534,2,Battle-No change of territory,2756086,9,1377937
32.928,65.4813,3,Battle-Non-state actor overtakes territory,2755911,18,1724735
35.2793,68.3789,8,Strategic development,2756980,0,1640877
37.0704,69.2984,1,Battle-Government regains territory,1377935,10,1724743
34.3858,68.8408,2,Battle-No change of territory,1594805,4,1594805
34.3956,68.8662,9,Violence against civilians,1378158,2,1724656
32.2522,63.8531,2,Battle-No change of territory,11207759,38,1373325
32.0874,68.3772,6,Remote violence,5623015,28,1641701
32.4443,62.1013,2,Battle-No change of territory,1378150,22,1378150
33.3257,69.8281,2,Battle-No change of territory,1378161,9,1378161
36.0385,65.3677,2,Battle-No change of territory,1378363,11,1378363
34.2553,70.8657,7,Riots/Protests,1378377,0,1671243
37.6533,70.3773,2,Battle-No change of territory,1620122,4,1620122
33.8041,68.9361,2,Battle-No change of territory,1594804,5,1594804
36.6676,65.7529,3,Battle-Non-state actor overtakes territory,4170158,93,1724731
33.1242,69.2444,6,Remote violence,1378389,3,1378389
33.9002,68.6535,2,Battle-No change of territory,1378392,1,1378392
34.3675,64.0508,6,Remote violence,1378361,20,1378361
36.0841,65.3879,3,Battle-Non-state actor overtakes territory,2760682,30,1724669
33.9002,68.6535,6,Remote violence,1378393,2,1378392
34.3675,64.0508,8,Strategic development,1378610,0,1378361
34.1875,70.8233,7,Riots/Protests,1378613,0,1640928
34.1875,70.8233,9,Violence against civilians,2782918,10,1640928
34.3826,68.832,6,Remote violence,1378616,3,1378616
33.4333,70.1167,8,Strategic development,2809457,0,1724724
33.8948,68.6579,6,Remote violence,1378620,1,1378620
33.9953,69.0227,1,Battle-Government regains territory,2795389,16,1724680
33.4334,68.3169,2,Battle-No change of territory,4148059,6,1378795
32.0333,65.1339,1,Battle-Government regains territory,2759079,24,1604668
36.3798,69.3236,6,Remote violence,2764300,8,1378806
35.6875,64.2932,9,Violence against civilians,5537333,8,1724770
33.803,69.0931,6,Remote violence,1378793,2,1378793
33.2874,69.9128,6,Remote violence,2768085,6,1684215
32.0728,64.8359,1,Battle-Government regains territory,4244601,29,1724740
34.5283,69.1903,6,Remote violence,1379016,0,1367170
34.4397,64.8627,9,Violence against civilians,1379210,20,1379210
34.8357,65.317,2,Battle-No change of territory,3189580,16,1594797
33.9447,61.8461,2,Battle-No change of territory,2777419,20,1379639
33.3246,68.4407,3,Battle-Non-state actor overtakes territory,1379653,0,1724579
37.0025,70.9066,6,Remote violence,3204745,9,1721053
34.4516,70.4589,2,Battle-No change of territory,8417542,37,1640996
33.7317,69.9778,6,Remote violence,2800615,13,1379884
34.0923,70.469,3,Battle-Non-state actor overtakes territory,1380103,0,1724728
33.4333,70.1167,6,Remote violence,4205496,32,1724724
36.5406,70.6687,6,Remote violence,1602425,1,1602450
36.0841,65.3879,9,Violence against civilians,5549132,1,1724669
35.9694,65.801,2,Battle-No change of territory,9739859,70,1380287
36.8651,66.4654,2,Battle-No change of territory,1380459,5,1380459
34.9692,71.2717,2,Battle-No change of territory,8436837,21,1602473
34.9504,70.071,6,Remote violence,4181191,3,1724620
34.3448,61.4932,9,Violence against civilians,1380658,5,1598476
36.8199,68.6827,6,Remote violence,2789027,22,1362597
34.056,69.0088,6,Remote violence,1380654,2,1380654
34.3196,70.7712,8,Strategic development,4142403,0,1620298
35.9694,65.801,3,Battle-Non-state actor overtakes territory,1380817,11,1380287
35.9694,65.801,6,Remote violence,2773488,12,1380287
36.709,67.1109,9,Violence against civilians,3189475,1,1721032
33.7239,69.2953,6,Remote violence,2762246,8,1381019
34.0904,69.0605,6,Remote violence,2776328,4,1381005
37.6172,70.5619,6,Remote violence,3204839,16,1602419
33.4099,68.3767,6,Remote violence,1381381,5,1381381
36.0147,69.5998,2,Battle-No change of territory,2786074,6,1381383
35.0085,68.8998,2,Battle-No change of territory,1381561,0,1381561
37.2714,70.5592,2,Battle-No change of territory,3204706,12,1602415
34.0605,68.5342,6,Remote violence,2765726,9,1381580
34.0904,69.0605,2,Battle-No change of territory,6943493,13,1381005
35.7666,65.7649,6,Remote violence,2813453,9,1381578
36.0841,65.3879,8,Strategic development,5639633,9,1724669
34.7992,69.3435,6,Remote violence,1381751,10,1381751
33.7752,69.3395,2,Battle-No change of territory,4200402,23,1605939
34.547,70.2444,6,Remote violence,4204300,2,1684348
34.0077,70.8802,6,Remote violence,1381939,0,1381939
35.248,63.0044,3,Battle-Non-state actor overtakes territory,1381945,0,1640965
34.5318,70.2897,6,Remote violence,1381917,2,1381917
37.5275,65.7583,2,Battle-No change of territory,1381930,1,1613124
32.7081,61.6848,6,Remote violence,1382100,1,1382100
34.0672,69.0201,2,Battle-No change of territory,6378782,18,1594770
34.9864,68.7083,1,Battle-Government regains territory,4571800,13,1351311
37.2843,70.416,1,Battle-Government regains territory,1602406,5,1602436
32.8472,68.4458,6,Remote violence,2770200,7,1721070
37.189,68.9364,9,Violence against civilians,1382884,2,1724804
32.3057,62.2487,6,Remote violence,1382888,2,1382888
35.0397,69.0069,2,Battle-No change of territory,4195194,13,1382902
32.8557,66.0081,2,Battle-No change of territory,2765959,34,1382893
33.6457,62.2696,6,Remote violence,5604571,24,1684264
32.3226,65.1191,6,Remote violence,1594754,0,1594754
36.8667,70.3833,1,Battle-Government regains territory,3204806,3,1602405
34.9864,68.7083,3,Battle-Non-state actor overtakes territory,2766113,2,1351311
35.9202,64.7809,3,Battle-Non-state actor overtakes territory,2796884,1,1684285
35.7797,64.8251,3,Battle-Non-state actor overtakes territory,1383069,0,1383069
37.2843,70.416,2,Battle-No change of territory,3204700,13,1602436
35.1809,67.9728,2,Battle-No change of territory,2766281,6,1383051
34.9635,68.8648,3,Battle-Non-state actor overtakes territory,1383058,2,1383058
35.0648,69.2917,6,Remote violence,1383061,0,1383061
35.0545,68.8622,3,Battle-Non-state actor overtakes territory,1383072,2,1383072
36.4326,64.9207,3,Battle-Non-state actor overtakes territory,1383234,2,1632691
31.8209,64.57,1,Battle-Government regains territory,2983406,0,1724609
32.8201,67.7693,6,Remote violence,5643812,15,1724733
34.5407,69.1694,9,Violence against civilians,3189505,12,1594752
34.0151,70.8369,6,Remote violence,8400155,38,1383264
34.9635,68.8648,2,Battle-No change of territory,1383240,2,1383058
32.5059,62.3133,6,Remote violence,1383245,20,1383245
32.5059,62.3133,2,Battle-No change of territory,1383246,5,1383245
35.0545,68.8622,2,Battle-No change of territory,1383266,2,1383072
36.3212,69.3898,2,Battle-No change of territory,1594749,3,1602516
34.5111,69.1759,6,Remote violence,1383474,3,1383474
37.1997,68.9752,6,Remote violence,1383664,6,1383664
34.499,70.7265,6,Remote violence,1383681,5,1383681
34.5507,69.2061,6,Remote violence,1594746,0,1594746
32.3932,62.0014,2,Battle-No change of territory,1594747,5,1594747
37.1587,68.9567,6,Remote violence,1383687,7,1724588
33.3153,68.413,6,Remote violence,1383689,10,1383689
34.7416,70.1206,2,Battle-No change of territory,2807585,11,1383691
34.5423,69.2908,6,Remote violence,1383682,1,1383682
34.311,70.7133,9,Violence against civilians,1383860,1,1383860
35.8641,64.9352,2,Battle-No change of territory,1383861,2,1383861
36.862,66.1665,2,Battle-No change of territory,4162009,28,1383869
34.3448,61.4932,6,Remote violence,7007746,8,1598476
33.3261,68.4162,2,Battle-No change of territory,2802818,3,1384138
34.3633,68.7476,2,Battle-No change of territory,1384144,2,1384144
32.9264,69.2565,2,Battle-No change of territory,2768790,13,1384152
34.6724,70.1926,2,Battle-No change of territory,1594736,5,1594736
33.5223,68.6264,7,Riots/Protests,1384158,0,1671100
32.2656,67.7294,6,Remote violence,1384161,23,1384161
34.4686,68.6801,2,Battle-No change of territory,1384162,3,1384162
32.624,62.4613,2,Battle-No change of territory,11079510,11,1258137
32.6245,62.4338,2,Battle-No change of territory,11079530,26,1384137
36.6692,66.5283,6,Remote violence,1384151,2,1384151
33.9539,68.9833,8,Strategic development,1384427,0,1384427
32.6579,65.8049,6,Remote violence,1384435,1,1384435
34.5992,68.1466,6,Remote violence,1384431,1,1384431
33.4398,68.2802,6,Remote violence,1384616,8,1384616
35.3565,64.5844,3,Battle-Non-state actor overtakes territory,3189438,0,1594725
35.3565,64.5844,8,Strategic development,1594726,0,1594725
33.9623,68.925,6,Remote violence,1594727,2,1620168
35.9492,67.5604,2,Battle-No change of territory,2769487,3,1384629
34.2989,62.63,8,Strategic development,1384637,0,1640997
33.2093,67.9837,2,Battle-No change of territory,1384620,6,1384620
33.2093,67.9837,8,Strategic development,1384621,0,1384620
33.3649,69.9917,6,Remote violence,1384632,2,1384632
35.3821,64.7566,8,Strategic development,4830641,0,1684224
34.3049,70.7892,2,Battle-No change of territory,1384837,3,1365904
35.8569,64.5065,1,Battle-Government regains territory,1384844,8,1384844
36.8301,69.2564,2,Battle-No change of territory,1384853,7,1384853
