latitude,longitude,data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
36.06,64.97,CON1972416,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,0,Khwaja Sabz Posh,36.06,64.97,2,Bakhtar News Agency,National,"ANA soldiers carried out an air attack against Taliban militants in Khwaja Sabz Posh District, Faryab Province, as reported on June 25. The commander of the ""red unit"", Mullah Rahim, and 16 other militants were killed; 33 militants were wounded.",17
35.4206,70.9226,CON1978654,2018 June,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Taliban,Civilians (Afghanistan),2,28,Southern Asia,Afghanistan,Nuristan,Parun,0,Parun,35.4206,70.9226,3,Bureau of Investigative Journalism,Other,"US NATO forces conducted a drone strike in Nuristan Province on the night of June 25. 5 Taliban and 6 civilians were reported dead by the provincial governor. However, the US denied striking in that province on that date.",11
34.2941,69.1489,CON1671179,2018 June,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Logar,Mohammad Agha,0,Safed Sang,34.2941,69.1489,2,BBC Monitoring; Voice of Jihad,National-International,"A Taliban-planted mine went off in the Safed Sang area of Mohammad Agha District, Logar Province on the afternoon of June 26. The vehicle was destroyed, 2 policemen were killed, and 3 others were injured.",2
34.4265,70.4515,CON1671181,2018 June,6,Remote violence,Islamic State (Afghanistan),0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,BBC Monitoring; Telegram,National-International,"IS claimed responsibility for an IED explosion at an election center in the Sheikh Mesri area of Jalalabad City, Nangarhar Province, reported on June 26. 2 policemen were killed.",2
36.06,64.97,CON1978643,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,0,Khwaja Sabz Posh,36.06,64.97,2,BBC Monitoring; Noor TV,National-International,"Afghan air forces conducted strikes against the Taliban in Khwaja Sabz Posh District, Faryab Province, on June 27. 15 Taliban were killed and 8 others wounded.",15
32.3278,67.8886,CON1978644,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Nawa,0,Nawa,32.3278,67.8886,2,Pajhwok Afghan News English,National,"Airstrikes by Afghan military forces (assumed) killed 7 Taliban and wounded 2 others in Nawa District, Ghazni Province on the morning of June 27.",7
35.1907,70.9948,CON1978638,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),Civilians (Afghanistan),2,12,Southern Asia,Afghanistan,Nuristan,Waygal,0,Waygal,35.1907,70.9948,2,Bakhtar News Agency; Pajhwok Afghan News,National,"Afghan military forces conducted airstrikes against IS militants in the Daigal locality of Waygal District, Nangarhar Province on the night of June 28. 11 people were killed; provincial councilmen and locals claimed 6 of those were civilians.",11
33.3427,68.4365,CON1978639,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Andar,0,Jamal,33.3427,68.4365,2,Khaama Press,National,"Afghan air forces carried out strikes against Taliban positions in Kajir, Jamal, and Muraday areas of Andar District, Ghazni Province, as reported on June 28. 7 militants were killed (coded across 3 events) and 9 wounded.",2
33.3246,68.4407,CON1978640,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Andar,0,Miray,33.3246,68.4407,2,Khaama Press,National,"Afghan air forces carried out strikes against Taliban positions in Kajir, Jamal, and Muraday areas of Andar District, Ghazni Province, as reported on June 28. 7 militants were killed (coded across 3 events) and 9 wounded.",3
33.7971,68.9375,CON1671214,2018 June,6,Remote violence,Taliban and/or Islamic State (Afghanistan),0,Protesters (Afghanistan),0,6,26,Southern Asia,Afghanistan,Logar,Charkh,0,Charkh,33.7971,68.9375,2,Agence France Presse; Khaama Press,National-International,"An unclaimed bomb explosion (likely Taliban or IS) targeted a youth protest calling for peace in the country in Ismail Khel village, Charkh District, Logar Province, on the morning of June 28. 8 individuals were killed and 4 others injured.",8
33.9953,69.0227,CON1671215,2018 June,6,Remote violence,Islamic State (Afghanistan),0,Taliban,Civilians (Afghanistan); Unidentified Tribal Group (Afghanistan),2,22,Southern Asia,Afghanistan,Logar,Pul i Alam,0,Puli Alam,33.9953,69.0227,3,Associated Press International,International,A suspected IS-laid bomb exploded on a meeting between the Taliban and village elders to discuss peace on June 28. 13 elders and an unknown number of Taliban (coded as 10 additional fatalities) were killed.,23
33.2977,68.4508,CON1978641,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Andar,0,Muraday,33.2977,68.4508,2,Khaama Press,National,"Afghan air forces carried out strikes against Taliban positions in Kajir, Jamal, and Muraday areas of Andar District, Ghazni Province, as reported on June 28. 7 militants were killed (coded across 3 events) and 9 wounded.",2
35.0636,64.1492,CON1978633,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Badghis,Jawand,0,Jawand,35.0636,64.1492,2,Xinhua General News Service,International,"Afghan military forces conducted air raids against Taliban militants in Jawand District, Badghis Province on the night of June 29. 12 militants were killed, 16 injured, and their equipment destroyed.",12
34.3697,63.1764,CON1671236,2018 June,6,Remote violence,Taliban,0,Civilians (Afghanistan),0,7,27,Southern Asia,Afghanistan,Herat,Obe,0,Obe,34.3697,63.1764,2,Pajhwok Afghan News English,National,"A suspected Taliban landmine blast killed 2 civilian women in Koban locality, Obe District, Herat Province, as reported on June 29.",2
34.0923,70.469,CON1978634,2018 June,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Islamic State (Afghanistan),0,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency; Khaama Press,National-International,"A top IS commander and 5 other militants were killed (6 fatalities coded across 2 events) in a US NATO drone strike in the Gorgori and Kako areas of Dih Bala District, Nangarhar Province on June 29.",3
34.1995,70.8585,CON1978635,2018 June,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Islamic State (Afghanistan),0,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Gorgori,34.1995,70.8585,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency; Khaama Press,National-International,"A top IS commander and 5 other militants were killed (6 fatalities coded across 2 events) in a US NATO drone strike in the Gorgori and Kako areas of Dih Bala District, Nangarhar Province on June 29.",3
34.1258,70.7133,CON1978625,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,0,Sra Kala,34.1258,70.7133,2,BBC Monitoring; Sharq TV,National-International,"Afghan military forces carried out air strikes against IS militants in Achin and Dih Bala Districts, Nangarhar Province on June 30. 5 IS militants were killed (coded across 2 events).",3
34.0923,70.469,CON1978626,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,BBC Monitoring; Sharq TV,National-International,"Afghan military forces carried out air strikes against IS militants in Achin and Dih Bala Districts, Nangarhar Province on June 30. 5 IS militants were killed (coded across 2 events).",2
35.0187,64.2031,CON1978627,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Badghis,Jawand,0,Deh-e Garm,35.0187,64.2031,2,Bakhtar News Agency,National,"Afghan military air and ground strikes killed 12 suspected Taliban and/or IS militants (coded across 2 events) in the Deh-e Garm and Qandan regions of Jawand District, Badghis Province, on the night of June 30. 15 other militants were injured and 15 motorbikes were destroyed.",6
35.0636,64.1492,CON1978628,2018 June,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Badghis,Jawand,0,Jawand,35.0636,64.1492,2,Bakhtar News Agency,National,"Afghan military air and ground strikes killed 12 suspected Taliban and/or IS militants (coded across 2 events) in the Deh-e Garm and Qandan regions of Jawand District, Badghis Province, on the night of June 30. 15 other militants were injured and 15 motorbikes were destroyed.",6
33.4618,70.2172,CON1684219,2018 June,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Khost,Tere Zayi,0,Babrak Tana,33.4618,70.2172,2,BBC Monitoring; Voice of Jihad,National-International,"A Taliban-planted mine exploded on a police vehicle in the Charguti area of Babrak Tana, Tere Zayi District, Khost Province on the morning of June 30. 3 policemen were killed and 3 injured.",3
34.8216,67.8273,CON1989596,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Bamyan,Bamyan,0,Bamyan,34.8216,67.8273,3,BBC Monitoring; Ghaznawian TV,Subnational-International,"Hundreds of people staged a protest in Bamyan Province, as reported on June 1, in criticism of remarks by the first lady, Rula Ghani, in saying that the Sahdat is not a tribe.",0
33.3395,69.9204,CON1989597,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Khost,Khost,0,Khost,33.3395,69.9204,1,BBC Monitoring; Radio Khost,National-International,A group of women staged a protest in front of the provincial directorate of women's affairs in Khost City against the involvement of employees of the population registration office in corruption.,0
31.5938,64.3716,CON1989602,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,3,BBC Monitoring; Shamshad TV,National-International,"Civil activists and residents of Helmand Province staged a protest and demanded the warring sides (Afghan government and Taliban) extend the temporary ceasefire, as reported on June 10.",0
34.5167,69.1833,CON1989603,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,BBC Monitoring; Shamshad TV,National-International,"Dozens of young people marched in the streets of Kabul City in support of extending the ceasefire between the government and Taliban, as reported on June 10.",0
33.5974,69.2259,CON1989605,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktia,Gardez,0,Gardez,33.5974,69.2259,3,BBC Monitoring; Shamshad TV,National-International,"Scores of activists and tribal elders gathered in the streets in Paktia Province to show support for the ceasefire between the Taliban and Afghan government, as reported on June 10.",0
32.6268,65.8733,CON1989621,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,3,BBC Monitoring; Radio Khost,Subnational-International,"Hundreds of disabled residents of Urozgan Province gathered in protest to voice support for the announced Eid ceasefires and urge both sides to extend the agreements, as reported on June 11.",0
34.4265,70.4515,CON1989613,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,Pajhwok Afghan News; TOLONews,National,Tens of women staged a protest in Jalalabad City on June 13 (others reported June 14) to demand an extension of the temporary ceasefire between the central government and Taliban.,0
33.3395,69.9204,CON1989618,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Communal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Khost,Khost,0,Khost,33.3395,69.9204,1,BBC Monitoring; Radio Khost,Subnational-International,"Tribal elders, religious scholars, and citizens staged a protest gathering in Khost City to voice support for the ceasefire extension by the government and call on the Taliban to do the same, as reported on June 17.",0
33.5974,69.2259,CON1989622,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktia,Gardez,0,Gardez,33.5974,69.2259,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Paktia Province held a gathering to support the government's ceasefire extension and request the Taliban also extend their ceasefire, as reported on June 17.",0
34.5167,69.1833,CON1989624,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Agence France Presse,International,"Dozens of protesters as part of the ""peace caravan,"" who walked for 38 days from Helmand to Kabul, arrived in the capital on June 18. They marched through the city shouting slogans to demand peace and an end to the war.",0
33.5974,69.2259,CON1989620,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Communal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Paktia,Gardez,0,Gardez,33.5974,69.2259,3,BBC Monitoring; Paiwastoon Ghag,Subnational-International,"Dozens of tribal leaders, religious scholars, and civil activists staged a protest in Paktia Province to call on the Taliban to extend the ceasefire and negotiate with the government, as reported on June 19.",0
32.1058,66.9083,CON1989625,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Zabul,Qalat,0,Qalat,32.1058,66.9083,3,BBC Monitoring; Afghanistan Television,National-International,"Hundreds of people staged a protest in Syuri District, Zabul Province to demand peace and stability from the government and Taliban, as reported on June 19.",0
31.6133,65.7101,CON1989626,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kandahar,Kandahar,0,Kandahar,31.6133,65.7101,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Kandahar Province gathered together to show support for the government's ceasefire extension, as reported on June 20.",0
34.3482,62.1997,CON1989628,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,3,BBC Monitoring; National Afghanistan TV,National-International,"A huge gathering was held in Herat Province to voice support for the ceasefire and demand peace in the country, as reported on June 21.",0
34.4265,70.4515,CON1989630,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,BBC Monitoring; Shamshad TV,National-International,"Afghan activists began a protest march from Jalalabad City to Kabul, as reported on June 22. They were demanding peace in the country.",0
31.5938,64.3716,CON1989634,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,1,BBC Monitoring; Helmand Local Radio,Subnational-International,"Residents and elders of Helmand Province staged a protest in Lashkargah City to demand the armed Taliban end fighting and accept the government's call for peace, as reported on June 21.",0
33.5508,68.4225,CON1989635,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,1,BBC Monitoring; Ghaznawian TV,Subnational-International,"A group of protesters staged a sit-in in front of the provincial independent election commission (IEC) office in Ghazni City to demand holding parliamentary and district council elections, as reported on June 21.",0
33.3395,69.9204,CON1989636,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Khost,Khost,0,Khost,33.3395,69.9204,3,BBC Monitoring; Sharq TV,National-International,"Dozens of youth and civil activists staged a protest in Khost Province to demand from both the Taliban and government a political understanding and an end to the bloodshed, as reported on June 21.",0
34.3482,62.1997,CON1989617,2018 June,7,Riots/Protests,Protesters (Afghanistan),Farmers (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,3,BBC Monitoring; Afghan Herat TV,Subnational-International,Hundreds of farmers from different districts of Herat Province held a gathering to protest low levels of irrigation water and demand the government address water shortage problems.,0
34.5167,69.1833,CON1989631,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,BBC Monitoring; Shamshad TV,National-International,"Scores of youth gathered in protest in Kabul City to urge the Taliban to end violence and extend its ceasefire with the government, as reported on June 22.",0
32.6268,65.8733,CON1989632,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Urozgan Province gathered to demand the government and Taliban end the war and violence and seek peace in the country, as reported on June 22.",0
34.3482,62.1997,CON1989633,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,1,BBC Monitoring; Afghan Herat TV,Subnational-International,Hundreds of people staged a protest on June 23 in Herat City against the assassination of a well-known religious scholar earlier that day.,0
31.5938,64.3716,CON1989637,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,1,BBC Monitoring; National Afghanistan TV; Radio Bost,National-International,"Hundreds of residents of Helmand Province staged a protest in Lashkargah City to demand the Taliban end warfare and join the peace process, as reported on June 23.",0
31.5938,64.3716,CON1989639,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Helmand,Lashkargah,0,Lashkargah,31.5938,64.3716,3,Pajhwok Afghan News English,National,"Hundreds of tribal elders, religious scholars, and youth staged a protest on June 24 in Helmand Province to demand negotiations between the Taliban and government.",0
32.9411,69.18,CON1989640,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Paktika,Urgun,0,Urgun,32.9411,69.18,2,Pajhwok Afghan News English,National,"Residents, tribal elders, religious scholars, and youth of 9 different districts in Paktika Province staged a protest on June 24 in Urgun City to demand the Taliban accept their request for a renewed ceasefire and enter peace negotiations.",0
35.9213,64.7841,CON1989641,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Faryab,Maymana,0,Maymana,35.9213,64.7841,1,BBC Monitoring; Tolo News,National-International,"Hundreds of civil society activists staged a sit-in protest by setting up tents around the key provincial government offices in Faryab Province on the night of June 24. They effectively ""closed"" the offices down.",0
33.5508,68.4225,CON1989642,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,3,BBC Monitoring; Channel One TV (1TV),National-International,"Civil society activists gathered in protest in Ghazni Province to demand the government and electoral commission break the electoral deadlock in the province, as reported on June 24.",0
34.5167,69.1833,CON1989643,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,BBC Monitoring; Tolo News; Channel One TV (1TV),National-International,People gathered in a protest sit-in beginning on June 24 and continuing for 3 days in front of the UN office in Kabul City to demand that the UN pressure countries involved in Afghanistan to stop fuelling the war.,0
33.5974,69.2259,CON1989644,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktia,Gardez,0,Gardez,33.5974,69.2259,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Paktia Province hold a gathering to demand the Taliban put an end to the war and join the peace process, as reported on June 24.",0
33.1757,68.7304,CON1989645,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktika,Sharana,0,Sharan,33.1757,68.7304,1,BBC Monitoring; Radio Bost,National-International,"Residents of 9 districts of Paktika Province staged a protest in Sharan City to demand the Taliban renounce violence and hold direct talks with the central government, as reported on June 24.",0
35.9213,64.7841,CON1989648,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Faryab,Maymana,0,Maymana,35.9213,64.7841,1,Pajhwok Afghan News English,National,"Protesters pitched tents for five consecutive days (June 25-29) in Faryab City to protest the close of the Maymana-Mazar I Sharif highway, the fall of some districts to insurgents, and government negligence.",0
34.3482,62.1997,CON1989649,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,1,BBC Monitoring; Paiwastoon Ghag,Subnational-International,"Dozens of people gathered outside the provincial governor's office in Herat City to protest the murder of a prominent Shia religious scholar in the city a few days earlier, as reported on June 25.",0
34.5167,69.1833,CON1989650,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,BBC Monitoring; Shamshad TV,National-International,"Nomads from Parwan Province staged a protest in Kabul against the local government avoiding issuing identity cards to them, as reported on June 25.",0
33.5974,69.2259,CON1989651,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktia,Gardez,0,Gardez,33.5974,69.2259,1,Pajhwok Afghan News English,National,Women activists of the Women's Network staged a protest on June 25 in Gardez City to demand the Taliban renew their ceasefire and join the peace process.,0
33.1757,68.7304,CON1989652,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Paktika,Sharana,0,Sharan,33.1757,68.7304,1,BBC Monitoring; Shamshad TV,National-International,"Residents of Paktika Province staged a peaceful protest in Sharan City to demand the warring sides hold peace talks, as reported on June 25.",0
34.8731,71.147,CON1989672,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kunar,Asadabad,0,Asadabad,34.8731,71.147,3,TOLONews,National,"A ""peace caravan/convoy"" left from Kunar Province on June 25 and walked for 6 days until they arrived in Kabul City on the evening of June 30 in protest against the ongoing war.",0
36.729,68.857,CON1989653,2018 June,7,Riots/Protests,Protesters (Afghanistan),Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Kunduz,Kunduz,0,Kunduz,36.729,68.857,3,BBC Monitoring; Negah TV,National-International,"Dozens of religious scholars gathered in Kunduz Province to demand the Taliban establish a ceasefire and join the peace process as soon as possible, as reported on June 26.",0
34.3482,62.1997,CON1989654,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Herat,Hirat,0,Herat,34.3482,62.1997,1,Pajhwok Afghan News English,National,"Around one thousand tribal elders, officials, and people from 9 different provinces gathered in Herat City on June 26 to demand that people support the peace process and the Taliban shun violence and negotiate with the government.",0
34.9874,63.1289,CON1989657,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Badghis,Qala i Naw,0,Qala i Naw,34.9874,63.1289,3,BBC Monitoring; National Afghanistan TV,National-International,"Scores of residents of Badghis Province hold a gathering to demand the Taliban stop fighting and join the peace process, as reported on June 26.",0
34.8216,67.8273,CON1989658,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Bamyan,Bamyan,0,Bamyan,34.8216,67.8273,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Bamyan Province hold a gathering in support of the ceasefire, as reported on June 26.",0
31.6133,65.7101,CON1989660,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kandahar,Kandahar,0,Kandahar,31.6133,65.7101,3,BBC Monitoring; National Afghanistan TV,National-International,"Residents of Kandahar Province stage a gathering to show support for a ceasefire agreement and the fatwa issued by religious clerics [that the war is illegitimate], as reported on June 26.",0
34.5167,69.1833,CON1989664,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,BBC Monitoring; Sharq TV; Tolo News,National-International,"Some of those people who marched from Helmand to Kabul as a ""peace convoy"" stage a protest in front of the US Embassy in Kabul on June 27 to demand Washington increase its efforts to end the war in Afghanistan. They remained in front of the US Embassy in a sit-in for more than a week (through at least July 6). They also protested in front of the Iranian, Pakistani, and Russian Embassies.",0
33.5508,68.4225,CON1989673,2018 June,7,Riots/Protests,Protesters (Afghanistan),Hazara Ethnic Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Ghazni,Ghazni,0,Ghazni,33.5508,68.4225,1,BBC Monitoring; Ghaznawian TV,Subnational-International,A group of ethnic Hazaras staged a protest in front of the IEC in Ghazni City as reported on June 28 against the recent decision to divide the province into three constituencies for the upcoming elections.,0
31.6133,65.7101,CON1989665,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Kandahar,Kandahar,0,Kandahar,31.6133,65.7101,3,BBC Monitoring; National Afghanistan TV,National-International,"Religious scholars, tribal elders, and youth in Kandahar Province gathered in support of the government ceasefire and to demand the Taliban stop war, as reported on June 29.",0
33.9953,69.0227,CON1989666,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Logar,Pul i Alam,0,Puli Alam,33.9953,69.0227,3,BBC Monitoring; National Afghanistan TV,National-International,"Religious scholars, tribal elders, and youth in Logar Province gathered in support of the government ceasefire and to demand the Taliban stop war, as reported on June 29.",0
35.4206,70.9226,CON1989667,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Nuristan,Parun,0,Parun,35.4206,70.9226,3,BBC Monitoring; National Afghanistan TV,National-International,"Religious scholars, tribal elders, and youth in Nuristan Province gathered in support of the government ceasefire and to demand the Taliban stop war, as reported on June 29.",0
35.0166,69.174,CON1989668,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Parwan,Chaharikar,0,Charikar,35.0166,69.174,3,BBC Monitoring; National Afghanistan TV,National-International,"Religious scholars, tribal elders, and youth in Parwan Province gathered in support of the government ceasefire and to demand the Taliban stop war, as reported on June 29.",0
31.8209,64.57,CON1989674,2018 June,7,Riots/Protests,Protesters (Afghanistan),Unidentified Tribal Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Girishk,31.8209,64.57,2,BBC Monitoring; Helmand Local Radio,Subnational-International,"Dozens of residents and tribal elders staged a protest gathering in Nahri Saraj District, Helmand Province, as reported on June 29 to demand the Taliban accept the government's call for peacefire and a temporary ceasefire between the two sides.",0
35.9446,68.7151,CON1989669,2018 June,7,Riots/Protests,Protesters (Afghanistan),0,0,0,0,60,Southern Asia,Afghanistan,Baghlan,Pul-e Khumri,0,Pul-e Khumri,35.9446,68.7151,1,Pajhwok Afghan News English,National,A convoy of ten peace activists began a protest march from Puli Khumri to Kabul City on June 30. They were demanding peace talks between the government and Taliban.,0
32.6268,65.8733,CON1989677,2018 June,7,Riots/Protests,Protesters (Afghanistan),Muslim Group (Afghanistan),0,0,0,60,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Afghanistan Television,National-International,"Civil society activits, youths, and religious scholars in Tarinkot staged a protest to demand the government and Taliban adopt measures to restore peace in the country, as reported on June 30.",0
